trip_id,train_number,route_name,headsign,direction_id,service_id,service_date,stop_sequence,stop_name,stop_gtfs_id,stop_code,platform,scheduled_arrival,scheduled_departure,realtime_arrival,realtime_departure,arrival_delay,departure_delay,realtime_state,scheduled_arrival_time,scheduled_departure_time,realtime_arrival_time,realtime_departure_time,collection_timestamp,data_source,collector_version,stop_lat,stop_lon,weather_temp,weather_feels_like,weather_temp_min,weather_temp_max,weather_pressure,weather_humidity,weather_wind_speed,weather_precipitation
1:28520473,19708 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,12,Balatonszepezd,1:005504481_0,,,77880,77940,77880,77940,0,0,SCHEDULED,21:38:00,21:39:00,21:38:00,21:39:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.851111,17.663056,0.53,-2.83,0.53,0.53,1013,90,2.96,0.0
1:28520473,19708 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,13,Szepezdfürdő,1:005504499_0,,,78060,78120,78060,78120,0,0,SCHEDULED,21:41:00,21:42:00,21:41:00,21:42:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.839722,17.649444,0.5,-2.85,0.5,0.5,1013,94,2.94,0.0
1:28520473,19708 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,14,Révfülöp,1:005504507_0,,,78240,78300,78240,78300,0,0,SCHEDULED,21:44:00,21:45:00,21:44:00,21:45:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.829167,17.632222,0.51,-2.84,0.51,0.51,1013,94,2.94,0.0
1:28520473,19708 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,15,Balatonrendes,1:005504515_0,,,78600,78660,78600,78660,0,0,SCHEDULED,21:50:00,21:51:00,21:50:00,21:51:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.824722,17.582778,0.51,-2.83,0.51,0.51,1013,93,2.93,0.0
1:28520473,19708 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,16,Ábrahámhegy,1:005504523_0,,,78780,78840,78780,78840,0,0,SCHEDULED,21:53:00,21:54:00,21:53:00,21:54:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.815,17.572222,0.48,-2.86,0.48,0.48,1013,93,2.93,0.0
1:28520473,19708 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,17,Badacsonyörs,1:005504531_0,,,79080,79080,79080,79080,0,0,SCHEDULED,21:58:00,21:58:00,21:58:00,21:58:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.805556,17.531667,0.69,-2.53,0.69,0.69,1013,93,2.84,0.0
1:28520473,19708 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,18,Badacsonytomaj,1:005504549_0,,,79200,79260,79200,79260,0,0,SCHEDULED,22:00:00,22:01:00,22:00:00,22:01:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.804722,17.518056,0.69,-2.53,0.69,0.69,1013,93,2.84,0.0
1:28520473,19708 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,19,Badacsony,1:005504556_0,,,79440,79500,79440,79500,0,0,SCHEDULED,22:04:00,22:05:00,22:04:00,22:05:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.788611,17.506389,1.11,-2.05,1.11,1.11,1013,94,2.86,0.0
1:28520473,19708 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,20,Badacsonylábdihegy,1:005504564_0,,,79680,79740,79680,79740,0,0,SCHEDULED,22:08:00,22:09:00,22:08:00,22:09:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.793889,17.470833,1.08,-2.08,1.08,1.08,1013,94,2.86,0.0
1:28520473,19708 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,21,Badacsonytördemic-Szigliget,1:005504572_0,,,79860,79920,79860,79920,0,0,SCHEDULED,22:11:00,22:12:00,22:11:00,22:12:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.809722,17.469167,1.03,-2.02,1.03,1.03,1013,94,2.73,0.0
1:28520473,19708 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,22,Nemesgulács-Kisapáti,1:005504580_0,,,80100,80160,80100,80160,0,0,SCHEDULED,22:15:00,22:16:00,22:15:00,22:16:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.836944,17.476389,1.07,-1.82,1.07,1.07,1013,94,2.57,0.0
1:28520473,19708 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,23,Tapolca,1:005504598_0,,,80640,80640,80640,80640,0,0,SCHEDULED,22:24:00,22:24:00,22:24:00,22:24:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.877778,17.428611,0.99,-1.28,0.99,0.99,1013,96,1.98,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,0,Tapolca,1:005504598_0,,,21060,21060,21060,21060,0,0,SCHEDULED,05:51:00,05:51:00,05:51:00,05:51:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.877778,17.428611,0.99,-1.28,0.99,0.99,1013,96,1.98,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,1,Badacsonytördemic-Szigliget,1:005504572_0,,,21540,21600,21540,21600,0,0,SCHEDULED,05:59:00,06:00:00,05:59:00,06:00:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.809722,17.469167,1.03,-2.02,1.03,1.03,1013,94,2.73,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,2,Badacsony,1:005504556_0,,,21900,21960,21900,21960,0,0,SCHEDULED,06:05:00,06:06:00,06:05:00,06:06:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.788611,17.506389,1.11,-2.05,1.11,1.11,1013,94,2.86,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,3,Badacsonytomaj,1:005504549_0,,,22080,22140,22080,22140,0,0,SCHEDULED,06:08:00,06:09:00,06:08:00,06:09:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.804722,17.518056,0.69,-2.53,0.69,0.69,1013,93,2.84,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,4,Ábrahámhegy,1:005504523_0,,,22440,22440,22440,22440,0,0,SCHEDULED,06:14:00,06:14:00,06:14:00,06:14:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.815,17.572222,0.48,-2.86,0.48,0.48,1013,93,2.93,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,5,Révfülöp,1:005504507_0,,,22800,22860,22800,22860,0,0,SCHEDULED,06:20:00,06:21:00,06:20:00,06:21:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.829167,17.632222,0.51,-2.84,0.51,0.51,1013,94,2.94,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,6,Balatonszepezd,1:005504481_0,,,23100,23100,23100,23100,0,0,SCHEDULED,06:25:00,06:25:00,06:25:00,06:25:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.851111,17.663056,0.53,-2.83,0.53,0.53,1013,90,2.96,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,7,Zánka-Köveskál,1:005504473_0,,,23340,23400,23340,23400,0,0,SCHEDULED,06:29:00,06:30:00,06:29:00,06:30:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.872778,17.687778,0.53,-2.7,0.53,0.53,1013,90,2.82,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,8,Balatonakali-Dörgicse,1:005504465_0,,,23700,23760,23700,23760,0,0,SCHEDULED,06:35:00,06:36:00,06:35:00,06:36:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.88,17.747778,0.54,-2.65,0.54,0.54,1013,90,2.78,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,9,Balatonudvari,1:005504440_0,,,24060,24060,24060,24060,0,0,SCHEDULED,06:41:00,06:41:00,06:41:00,06:41:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.904722,17.808056,0.53,-0.89,0.53,0.53,1013,90,1.34,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,10,Aszófő,1:005504424_0,,,24240,24300,24240,24300,0,0,SCHEDULED,06:44:00,06:45:00,06:44:00,06:45:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.925556,17.8325,0.48,-0.95,0.48,0.48,1013,90,1.34,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,11,Balatonfüred,1:005504416_0,,,24720,25680,24720,25680,0,0,SCHEDULED,06:52:00,07:08:00,06:52:00,07:08:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.955833,17.883056,0.38,-1.06,0.38,0.38,1013,90,1.34,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,12,Balatonalmádi,1:005504366_0,,,26400,26460,26400,26460,0,0,SCHEDULED,07:20:00,07:21:00,07:20:00,07:21:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.028333,18.015,0.5,-2.43,0.5,0.5,1013,100,2.5,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,13,Székesfehérvár,1:005503269_0,,,29160,29220,29160,29220,0,0,SCHEDULED,08:06:00,08:07:00,08:06:00,08:07:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.183611,18.424722,0.27,-2.51,0.27,0.27,1013,96,2.32,0.1
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,14,Budapest-Kelenföld,1:005501024_0,,,31560,31620,31560,31620,0,0,SCHEDULED,08:46:00,08:47:00,08:46:00,08:47:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.464444,19.02,0.87,0.87,0.4,2.08,1013,91,1.03,0.0
1:28522466,19709 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Budapest-Déli,,1:2012,2026-02-01,15,Budapest-Déli,1:005501016_0,,,32040,32040,32040,32040,0,0,SCHEDULED,08:54:00,08:54:00,08:54:00,08:54:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.498889,19.025,0.84,0.84,0.29,1.98,1013,92,1.03,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,0,Budapest-Déli,1:005501016_0,,,39900,39900,39900,39900,0,0,SCHEDULED,11:05:00,11:05:00,11:05:00,11:05:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.498889,19.025,0.84,0.84,0.29,1.98,1013,92,1.03,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,1,Budapest-Kelenföld,1:005501024_0,,,40260,40320,40260,40320,0,0,SCHEDULED,11:11:00,11:12:00,11:11:00,11:12:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.464444,19.02,0.87,0.87,0.4,2.08,1013,91,1.03,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,2,Székesfehérvár,1:005503269_0,,,42600,42660,42600,42660,0,0,SCHEDULED,11:50:00,11:51:00,11:50:00,11:51:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.183611,18.424722,0.27,-2.51,0.27,0.27,1013,96,2.32,0.1
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,3,Balatonalmádi,1:005504366_0,,,45360,45420,45360,45420,0,0,SCHEDULED,12:36:00,12:37:00,12:36:00,12:37:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.028333,18.015,0.5,-2.43,0.5,0.5,1013,100,2.5,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,4,Balatonfüred,1:005504416_0,,,46260,46920,46260,46920,0,0,SCHEDULED,12:51:00,13:02:00,12:51:00,13:02:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.955833,17.883056,0.38,-1.06,0.38,0.38,1013,90,1.34,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,5,Aszófő,1:005504424_0,,,47220,47280,47220,47280,0,0,SCHEDULED,13:07:00,13:08:00,13:07:00,13:08:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.925556,17.8325,0.48,-0.95,0.48,0.48,1013,90,1.34,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,6,Örvényes,1:005504432_0,,,47400,47460,47400,47460,0,0,SCHEDULED,13:10:00,13:11:00,13:10:00,13:11:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.9125,17.818056,0.5,-0.92,0.5,0.5,1013,90,1.34,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,7,Balatonudvari,1:005504440_0,,,47580,47640,47580,47640,0,0,SCHEDULED,13:13:00,13:14:00,13:13:00,13:14:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.904722,17.808056,0.53,-0.89,0.53,0.53,1013,90,1.34,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,8,Fövenyes,1:005504457_0,,,47760,47820,47760,47820,0,0,SCHEDULED,13:16:00,13:17:00,13:16:00,13:17:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.893611,17.789444,0.55,-0.87,0.55,0.55,1013,90,1.34,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,9,Balatonakali-Dörgicse,1:005504465_0,,,48060,48120,48060,48120,0,0,SCHEDULED,13:21:00,13:22:00,13:21:00,13:22:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.88,17.747778,0.54,-2.65,0.54,0.54,1013,90,2.78,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,10,Zánka-Erzsébettábor,1:005504309_0,,,48300,48360,48300,48360,0,0,SCHEDULED,13:25:00,13:26:00,13:25:00,13:26:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.8775,17.709167,0.46,-2.8,0.46,0.46,1013,90,2.84,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,11,Zánka-Köveskál,1:005504473_0,,,48660,48840,48660,48840,0,0,SCHEDULED,13:31:00,13:34:00,13:31:00,13:34:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.872778,17.687778,0.53,-2.7,0.53,0.53,1013,90,2.82,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,12,Balatonszepezd,1:005504481_0,,,49020,49080,49020,49080,0,0,SCHEDULED,13:37:00,13:38:00,13:37:00,13:38:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.851111,17.663056,0.53,-2.83,0.53,0.53,1013,90,2.96,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,13,Révfülöp,1:005504507_0,,,49320,49380,49320,49380,0,0,SCHEDULED,13:42:00,13:43:00,13:42:00,13:43:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.829167,17.632222,0.51,-2.84,0.51,0.51,1013,94,2.94,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,14,Balatonrendes,1:005504515_0,,,49680,49740,49680,49740,0,0,SCHEDULED,13:48:00,13:49:00,13:48:00,13:49:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.824722,17.582778,0.51,-2.83,0.51,0.51,1013,93,2.93,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,15,Ábrahámhegy,1:005504523_0,,,49860,49920,49860,49920,0,0,SCHEDULED,13:51:00,13:52:00,13:51:00,13:52:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.815,17.572222,0.48,-2.86,0.48,0.48,1013,93,2.93,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,16,Badacsonytomaj,1:005504549_0,,,50280,50460,50280,50460,0,0,SCHEDULED,13:58:00,14:01:00,13:58:00,14:01:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.804722,17.518056,0.69,-2.53,0.69,0.69,1013,93,2.84,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,17,Badacsony,1:005504556_0,,,50640,50700,50640,50700,0,0,SCHEDULED,14:04:00,14:05:00,14:04:00,14:05:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.788611,17.506389,1.11,-2.05,1.11,1.11,1013,94,2.86,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,18,Badacsonylábdihegy,1:005504564_0,,,50880,50940,50880,50940,0,0,SCHEDULED,14:08:00,14:09:00,14:08:00,14:09:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.793889,17.470833,1.08,-2.08,1.08,1.08,1013,94,2.86,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,19,Badacsonytördemic-Szigliget,1:005504572_0,,,51060,51120,51060,51120,0,0,SCHEDULED,14:11:00,14:12:00,14:11:00,14:12:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.809722,17.469167,1.03,-2.02,1.03,1.03,1013,94,2.73,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,20,Nemesgulács-Kisapáti,1:005504580_0,,,51300,51360,51300,51360,0,0,SCHEDULED,14:15:00,14:16:00,14:15:00,14:16:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.836944,17.476389,1.07,-1.82,1.07,1.07,1013,94,2.57,0.0
1:28897674,19704 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,21,Tapolca,1:005504598_0,,,51840,51840,51840,51840,0,0,SCHEDULED,14:24:00,14:24:00,14:24:00,14:24:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.877778,17.428611,0.99,-1.28,0.99,0.99,1013,96,1.98,0.0
1:28897675,19794 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,0,Budapest-Déli,1:005501016_0,,,47100,47100,47100,47100,0,0,SCHEDULED,13:05:00,13:05:00,13:05:00,13:05:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.498889,19.025,0.84,0.84,0.29,1.98,1013,92,1.03,0.0
1:28897675,19794 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,1,Budapest-Kelenföld,1:005501024_0,,,47460,47520,47460,47520,0,0,SCHEDULED,13:11:00,13:12:00,13:11:00,13:12:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.464444,19.02,0.87,0.87,0.4,2.08,1013,91,1.03,0.0
1:28897675,19794 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,2,Székesfehérvár,1:005503269_0,,,49800,49860,49800,49860,0,0,SCHEDULED,13:50:00,13:51:00,13:50:00,13:51:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.183611,18.424722,0.27,-2.51,0.27,0.27,1013,96,2.32,0.1
1:28897675,19794 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,3,Balatonalmádi,1:005504366_0,,,52560,52620,52560,52620,0,0,SCHEDULED,14:36:00,14:37:00,14:36:00,14:37:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,47.028333,18.015,0.5,-2.43,0.5,0.5,1013,100,2.5,0.0
1:28897675,19794 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,4,Balatonfüred,1:005504416_0,,,53460,54120,53460,54120,0,0,SCHEDULED,14:51:00,15:02:00,14:51:00,15:02:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.955833,17.883056,0.38,-1.06,0.38,0.38,1013,90,1.34,0.0
1:28897675,19794 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,5,Aszófő,1:005504424_0,,,54420,54480,54420,54480,0,0,SCHEDULED,15:07:00,15:08:00,15:07:00,15:08:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.925556,17.8325,0.48,-0.95,0.48,0.48,1013,90,1.34,0.0
1:28897675,19794 KÉK HULLÁM InterCity,IC KÉK HULLÁM,Tapolca,,1:2012,2026-02-01,6,Örvényes,1:005504432_0,,,54600,54660,54600,54660,0,0,SCHEDULED,15:10:00,15:11:00,15:10:00,15:11:00,2026-02-01 17:17:27.716553,mav_graphql_api,1.0,46.9125,17.818056,0.5,-0.92,0.5,0.5,1013,90,1.34,0.0
